utterance	label_0	label_1	label_2
내 인생을 같이 걸어가 줄 사람이 절실하다	10	20	70
점점 더 힘이 딸리는 것 같아	10	10	80
누가 나를 이 무기력함에서 건져줬으면 좋겠어.	5	5	90
이러니까 그냥 아무 것도 하기 싫고 모든 게 다 귀찮아.	10	10	80
모든 희망이 사라진 것 같고 슬퍼져	10	70	20
화도 내봤는데 소용이 없더라구.	70	10	20
아무 이유 없이 힘이 빠지는 거 같아	10	20	70
아무것도 하기 싫고, 기분 변화가 심해요. 	20	10	70
입맛도 없어서, 밥도 먹기 힘들어.	5	5	90
몸이 안 좋은데 챙겨주는 사람 없으면 진짜 서럽고 눈물 난다	20	10	70
초조함 때문에 아무것도 못하겠어	5	5	90
회사 잘리고 내 인생이 가치 없이 느껴졌어요	10	80	10
혼자 할 수 있는 일이 없다는 생각이 들었어요.	5	5	90
일 너무 관두고 싶어서 힘 빠져	5	5	90
임신태교 책도 처음에는 열심히 읽다가  재미가 없어서 지금은 도통 안 읽어	70	10	20
아빠가 너무 싫어.	80	10	10
심지어 엄마를 죽여 버리고 싶을 때도 있었어.	70	20	10
남편이 자꾸 싫어져요	10	80	10
세상에서 내가 제일 고독하고 힘든 것 같아요	10	70	20
목숨 따위 그냥 다 버리고 싶어요	10	70	20
그래도 가끔 시댁 식구들을 보긴 하는데 목소리만 들어도 다 죽여 버리고 싶어요.	70	10	20
죽고싶다는 생각은 꽤 오래됐어요.	5	90	5
육아 생각만 하면 격분하게 돼	5	90	5
하루 종일 혼자 있으니까 자꾸 비참한 것 같아	20	70	10
밤에 특히 더 우울하다	70	10	20
내가 죽으면 부모님께 복수를 할 수 있는게 아닐까 하는 생각이 들었어요.	20	70	10
사회성도 점점 떨어지는 것 같고 자신감도 떨어져요.	10	20	70
거의 매일 우울해서 친구들도 만나지 않고 집에서만 지냈어요.	10	10	80
몇년째 고생하다보니까 임신에 대한 희망이 사라지더라	10	20	70
머리가 새하얘졌어.	10	10	80
과체중 정도가 심한 것 같아	20	10	70
그냥 내가 없어졌으면 좋겠다는 생각...	10	80	10
안 그래도 자신감이 거의 없는 편이거든.	5	5	90
다른 학생들 얼굴도 폐인이고…내 얼굴도 폐인이고…	10	20	70
끔찍하게 고독하지만 티를 안 내려고 해	20	70	10
사소한 일에 벌컥 벌컥 화가 나.	70	20	10
얼마 전부터는 폭식증상까지 생겼어요.	20	10	70
임당이란 말을 들으니 힘이 빠지네	20	10	70
일을 관두니까 잠만 자게 돼	10	20	70
나 요즘 움직이는 게 너무 싫어	10	10	80
부모님이 원망스러워요.	70	10	20
모든 게 꿈처럼... 신기루처럼 사라진 거지.	10	80	10
배는 너무 아프고 속은 진짜 말이 아니고 사는 게 진짜 허망한 것 같아	90	5	5
기회만 되면 목숨 버리고 싶어	10	80	10
인생 사는 거 의미 하나도 없다	70	20	10
집중 안 되니까 넘 하기 싫어요	20	10	70
출산 때 생각하면 너무 겁나서 아무것도 못 하겠어	20	10	70
밥맛도 없어서 하루에 한 끼 겨우 먹고…	10	20	70
내 스스로를 감당 못하겠어.	70	10	20
내 스스로가 이것밖에 안 되는 인간인가 싶어	5	5	90
아기 임신한 이후로 자꾸 죄책감이 들어	5	90	5
병원에 있으니까 하나도 안 산뜻해	10	10	80
걔가 미안하다고 했는데도, 기분이 더러워서 홧김에 감기약을 80개 정도 한꺼번에 먹었어.	5	90	5
딱히 잘하는 것도 없는 거 같고… 내세울 것도 없고요.	10	20	70
안절부절못하고 몸도 무거워서 밖으로 나가기가 너무 힘들어	5	5	90
살이 불어난 원인을 모르겠네	10	20	70
원래도 별로 행복하지 않았는데, 그때부터 제 인생이 불행해진 거 같아요.	10	70	20
중간에 계속 깨는데 이유를 모르겠네	10	10	80
살 빠져서 너무 힘들어요	5	5	90
너무 우울하고 무서워요.	5	5	90
우리 애기한테 필요한 거 알아보는 것도 너무 힘들고 그래	5	5	90
일 그만두고 싶어서 쉬는데 쉬니까 더 기력이 없어	10	20	70
기분이 너무 심하게 처져	90	5	5
초음파 사진 보고 있어도 그냥 짜증이 나	10	70	20
남편 없이 혼자 아기를 키울 생각을 하니까 너무 겁나고 절망적였어	10	80	10
자식한테 바람 피는 거 들키고 하는 말이 미안한 게 아니라, 비밀로 하라니… 어이가 없었어.	90	5	5
애기한테서 증상이 없어서 가만히 못 있겠어	5	5	90
체중 늘어난 거 진짜 오바다	5	5	90
너무 우울해서 아무하고도 말하기 싫었지.	5	5	90
인생의 모든 게 허무한 거 같아	70	20	10
아직도 그 둘만 생각하면 정말 다 찢어 죽이고 싶어.	70	10	20
해야 하는 일 따위 없었으면 좋겠어. 	5	5	90
자다 깨서 그냥 멍하니 있어	10	10	80
속이 울렁거려서 토를 하고 싶었어.	10	20	70
남편만 집에 들어오면 마음이 초조하고 몸이 무거워	20	10	70
아기 생각하면 자꾸 마음이 쓰라려서 미칠것 같아	80	10	10
어떻게 해야 한 서러울 수가 있니	10	10	80
회사 문제 때문에 불안해서 가만히 못 있겠어	10	20	70
그렇게 또 우울해지면 또 혼자 술을 까고.	10	10	80
왜 나한테만 이런일이 생기는걸까	80	10	10
아무리 재미있는 공연을 봐도 통쾌하지가 않아	70	20	10
혼자인 것만 같고 적적해요	5	90	5
출산만 생각하면 막 너무 화가 나	80	10	10
그 때 그 자식을 죽였어야 했는데…	70	10	20
인생이 캄캄하다는 생각이 드니까 친구들도 보기 싫더라	5	5	90
외로워서 잘때마다 눈물을 흘렸어요.	5	90	5
남편이 자꾸 한눈을 파니까 내가 가치 없는 인간이라 그런가 싶어	10	80	10
대학 졸업 하고 나니까 더 우울한 때가 많았던 것 같아.	5	5	90
어렸을 때는 그래도 좀 괜찮았는데 나이 좀 드니까 더 힘들더라구요.	10	20	70
집중력 떨어지고 우울감도 장난 아냐	5	5	90
그냥 막연히 우울하다고만 생각했지 그럴 줄은 몰랐거든.	5	5	90
의욕이 아예 없는 것 같아	10	10	80
꿈꿔왔던 길이 막히는 기분이야	10	70	20
오빠가 없어서 외로운 것 같아	20	70	10
빨래도 하기 싫어서 하루 종일 하는 것 같아	10	20	70
잠을 못 자면 계속 우울했어.	20	10	70
가끔은 그런 생각이 들어. 진짜 아무 것도 못 하겠다는 생각.	5	5	90
감정기복이 너무 심해져서 회사에 앉아서 일을 못 하겠어	10	10	80
피곤하고 멍해서 허공에 둥둥 떠 있는 기분이야	70	20	10
밥맛이 없어서 그런지 아무 것도 하기 싫어요	10	10	80
저희 부모님이 농사를 짓기 때문에 안 된다고 했을 때는 정말 죽고 싶었어요.	20	70	10
비교하고 있는 내 자신이 너무 한심하다.	5	90	5
내가 잔인하게 죽여버릴 거야.	90	5	5
속이 니글니글한데 왜 이러는 건지 모르겠어	5	5	90
너무 괴롭다…	80	10	10
거의 밤이 될 때까지 자는 거 같아	20	10	70
내가 원하는 대로 할 수가 없구나.	10	20	70
제가 먹기 싫어서 요리를 안 하니까 가족들이 불만을 가지는데 막 화가 나는 거예요.	70	10	20
살이 너무 빠져서 옷이 다 커	5	5	90
피임을 제대로 신경 쓰지 못한 내가 너무 한심스럽게 느껴졌어	10	70	20
마음은 한결 편해졌는데, 살은 10kg 찌고… 글이 안 써지더라고요.	10	20	70
아무 이유도 없는데 다들 나한테만 냉소적이야.	10	80	10
근데 이번 주 되자마자 입맛이 뚝 떨어지네	20	10	70
근데 또 무작정 자를 수도 없고… 너무 힘들죠.	20	10	70
임신한 게 적응이 안 돼서 기분이 좋았다가 안 좋았다가 해	5	5	90
잠을 충분히 자는데도 자꾸만 무기력해는 것 같아	20	10	70
집안일 한 바탕 해놓고 나면 힘이 빠져	5	5	90
그냥 죽어버릴까? 죽으면 편해질까? 하는 그런 생각들이요.	10	80	10
우울하고 조금 먹는 것도 힘들어	10	10	80
근데 하루하루 날이 지날수록 잔소리가 너무 심해서… 진짜 너무 힘들어.	10	10	80
운동을 해도 우울해	70	10	20
한번 화가 나면 돌아버릴 것 같아요	5	90	5
마음 속에 용암이 막 난리를 치는 것 같아	70	20	10
전부 노잼인 것만 같아	80	10	10
대화가 안 통해서 자존감 회복이 안 된다	5	90	5
왜 내 자리 하나 없는지 그게 그렇게 화가 나더라.	90	5	5
왜 맨날 나만 망하는걸까	90	5	5
미혼모로 살아갈것을 생각하면 너무 절망적이다	5	90	5
난 하고 싶은 건 많은데… 쟤처럼 재능이 없구나, 그런 생각도 들고.	10	20	70
지금의 내 모습이 너무 실망스러워요	10	70	20
잘못한 것도 없는데 죄인이 된 느낌	10	80	10
이런 나를 누가 예쁘다고 생각해주겠어.	10	80	10
컴퓨터 앞에만 앉으면 피로가 몰려오고 멍해져	80	10	10
집중력이 자꾸 떨어지는 게 느껴지고 우울해지고 아무것도 못하겠어	10	10	80
나 식욕이 너무 줄었다니까요	20	10	70
애 밥 먹이고 유치원 데려다주고 하는 일도 다 하기 싫고.	10	10	80
인생 노잼시기가 온 것 같아서 운동을 시작했어	70	10	20
이제는 사람을 만나고 싶어도 어떻게 사귀어야 하는지 모르겠어	20	70	10
구역질 할 거 같아서 아무것도 못 먹은 지 벌써 일주일 째예요.	20	10	70
맨날 조각잠만 자요	10	10	80
인생이 하찮게 변한 것 같아요	10	70	20
진짜 찌질하지 않아요?	80	10	10
눈 감은 채로 죽었으면 좋겠어	10	70	20
좀 많이 힘들었어요. 한… 1월 쯤부터?	10	10	80
안전하다는 느낌을 못 받은 지 오래됐어	10	10	80
좋게 생각하려고 해도 자꾸만 미워지는 것 같아	10	70	20
책을 읽다가도 화나는 일이 막 생각나	5	5	90
몇 개월 동안 방에만 있었어. 나오기가 싫었거든.	10	10	80
자꾸 울적해지네	10	10	80
안 깨어나고 싶어. 아무것도 안 하고 싶어.	20	10	70
심각하다 싶을 정도로 식욕이 뚝 떨어졌어	20	10	70
심각하게 피곤해서 아무것도 못 해	20	10	70
애 가지고 난 후에 과체중이 됐거든	5	5	90
그런데 요새는 너무 죽고 싶은 거야.	5	90	5
계속 뛰어내리고 싶단 생각만 들어요	20	70	10
이 상황에서 벗어날 수 있는 방법은 죽음밖에 없는 것 같아요.	20	70	10
뒤져버릴 생각만 해요	20	70	10
책을 많이 읽었더니 너무 피곤하고 멍하네	70	20	10
사는 게 의미가 없는 거 같고 외로움이 심하다	10	70	20
사업 수습하랴, 애한테 신경도 써야 하고.. 점점 지치더라고요.	5	5	90
앉아 있으면 그나마 좀 덜해서 침대에 거의 앉아서 자는데 그것도 너무 힘들어요.	10	20	70
되는 일이 없으니까 자꾸 의욕이 안 생겨	10	10	80
식욕 떨어지고 무기력한 게 조절이 안 된다	10	20	70
항상 그런 건 아니고 그냥 삼 일에 한번 정도 적적해지는 것 같아	10	70	20
사는게 지긋지긋해.	20	10	70
내가 너무 못생겼다는 생각이 드니까 사람들 눈을 못 마주치겠어.	10	80	10
진짜… 너무 죽고 싶어요.	10	80	10
나만 다른 사람들이랑 다른 건가 싶어서 외로움을 느낄 때도 있었어요.	5	90	5
근데 요즘 너무 우울해서 한국 병원에 들렸어요.	10	10	80
소화가 안 되는 이유는 짜증나서 그런 것 같아	10	20	70
진짜… 세상이 무너지는 것 같더라.	10	80	10
어떻게 이렇게 속상할 수 있겠어	5	5	90
혼자 있으면 안 좋은 생각이 들어서 자꾸 자존감이 떨어져	5	90	5
탈력감 때문에 청소도 다 미뤄놓고 있어	10	20	70
속상해서 죽고 싶어요	10	10	80
무너질 것 같아	5	90	5
괴로워서 정신이 나가버릴 것 같아	20	10	70
자존감 수업이라도 들으면 조금 나아질까	10	80	10
저는 저 하나 책임 질 능력이 안되거든요.	10	10	80
계속.. 죽음에 대한 생각을 하게 됐어요.	5	90	5
내 책임이 없는 일도 다 내 잘못 때문인 거 같아	80	10	10
머릿속이 혼란스러워서 몸을 꼬집기도 해	70	10	20
소화불량때문에 미쳐버릴 것 같아	5	5	90
자다가 갑자기 숨이 안 쉬어져	10	20	70
내가 한 모든 선택이 바보 같았어	70	10	20
남편때문에 배가 고프지 않아도 엄청 먹어요	20	10	70
가만히 있기 힘들어서 쉬는 것도 어려워	10	10	80
나이가 많으니까 자존감이 자꾸 떨어져	10	70	20
너무 날카로워졌어	5	5	90
친구들에게는 안 그러는데 가족들에게는 화를 참지 못하겠어요.	70	20	10
숨 가쁘고 초조해서 자꾸 입술을 뜯게 돼	10	10	80
외출하는 것도 어려워서 집에만 있어.	10	10	80
임신 중에 남편이 유흥업소 다니는걸 알고 너무 배신감 느껴지고 마음이 고통스럽더라	80	10	10
왜 그렇게 모든 게 속 터지냐	90	5	5
처음엔 그런 선량한 모습이 좋았는데…이제는 너무 싫어요.	70	10	20
잠도 엄청 조금씩밖에 못 자요	20	10	70
둘째 임신중인데 자존감이 바닥이야	10	80	10
괴로워서 무슨 일을 저질러 버릴 것 같아	20	10	70
휴학하고 나서 계속 집에 있었어요.	10	10	80
왜 자꾸 겉돌게 될까	10	80	10
아기 잃고 희망을 뺏긴 느낌이야	5	5	90
남편때문에 쇠약해진지 오래야	10	20	70
아무것도 제대로 할 수 없을 정도로 슬럼프가 심하게 왔어	10	10	80
손목 그어서 죽어버리고 싶어요	10	70	20
정말 화가 나.	70	10	20
한꺼번에 많이 먹게 되는 거 같아.	20	10	70
과민반응을 심하게 하게 돼	10	10	80
무성욕자가 된 것 같아요	5	5	90
남편 생각하면 오히려 성욕이 뚝 떨어져	10	10	80
우울한게 너무 심해졌어요.	10	10	80
안절부절하고 피곤해서 혼자서 밥도 못 챙겨먹고 있어	10	10	80
자는 게 어려운 이유도 모르겠네	10	20	70
저번주부터는 텔레비전에도 집중이 안 되네요	5	5	90
죄책감이 도저히 사라지지 않아	20	70	10
대화를 하면 할수록 그렇게 속이 터져	70	10	20
병원 가면 짜증나	10	80	10
제가 다 감당하고 책임져야 하는 게 너무 버거웠어요.	70	20	10
첫째만 생각하면 너무 슬퍼	20	10	70
작은 일인데도 과민반응해	10	10	80
예뻐하고 싶어도 예뻐할 수가 없잖아	5	90	5
세상에 저 혼자 뚝 떨어진 기분이에요.	10	70	20
체중이 늘어서 몸 가누는 것도 힘들어요	5	5	90
지금 아이 상태가 안 좋아서 계류유산이 될 수 있다고 하니까 진짜 너무 허무하고 화가 나는 것 같아	70	10	20
내가 너무 작게 느껴져.	20	70	10
나 요즘 왜 자꾸만 슬퍼지지	5	5	90
누가 옆에 있기만 해도 과민반응하게 돼	10	10	80
너무 많이 눈치를 줘서 힘들어.	5	90	5
자존심도 상하고 우울하고 죽고 싶은 마음까지 들어.	10	20	70
전에도 일하는 거에 사명감이 있던 건 아니지만 지금은 정말 흥미가 제로야	70	10	20
우울해져서 더더 침침해져.	20	10	70
컨디션이 안 좋아서 집중이 안 되고 우울한 것 같아	10	20	70
집중하는 게 힘드니까 아무것도 하고 싶지 않아	10	10	80
매일매일 비참한 내 자신이 싫어	20	70	10
내 모든 바보 같은 선택을 돌리고 싶어	70	20	10
아무 이유 없이 답답해	70	10	20
입맛이 없어서 밥을 먹기가 힘들어.	5	5	90
누구나 다 이렇게 사는 거겠지 하면서도 외롭다	10	80	10
나도 내가 겉도는 태도가 문제라는 걸 알아	10	80	10
내 인생이 하찮다는 생각이 계속 들어요.	20	70	10
간절했던 아이를 보내줘야 한다는 말에 진짜 그렇게 허망할 수가 없더라	90	5	5
내가 왜 이런 남자와 결혼했나 싶어	5	5	90
몸무게 증가	10	20	70
잠을 깊게 못 자는 이유도 몰라	10	20	70
잠을 계속 못 자서 일상이 너무 어려워	10	10	80
근데 여기에서도 이런 성적이 나오는 거 보면 진짜 내 머리가 나쁜 것 같아.	10	70	20
우울하고 힘들어요.	10	20	70
아기 가지고서 학교를 계속 다니려니 너무 피곤하고 몸도 무겁다	10	20	70
자꾸 이렇게 흥미거리가 안 생기면 어쩌지	90	5	5
좋아하던 것도 하기 싫어요.	10	10	80
아무도 내 얘기에 공감해주지 않으니까 임신한 것도 별건가 싶고 슬픈 것 같아	70	10	20
